Appendage,Gene,Name,Category,LFC_sex,padj_sex,Sex_bias,LFC_mating,padj_mating,GO_Domain,GO_Name,Chemosensory_family,Dmel_hit,Dmel_gene_symbol,Dmel_protein_description,Dmel_evalue,Dmel_pct_aa_identity,Dmel_query_coverage_pct,Dmel_bitscore,NCBI_gene_name
Tarsi,XM_038063880.1,major royal jelly protein 1-like,Mating-regulated only,-0.494803573,0.052584473,NA,1.281999064,1.51246817367977e-06,Unknown,Unknown,NA,TRUE,ACX30039.1| MIP14536p,"ACX30039.1| MIP14536p, partial",3.32e-119,42.6,68.1,362.8,major royal jelly protein 1-like
Tarsi,XM_038063882.1,major royal jelly protein 1-like,Mating-regulated only,-0.497945454,0.048643593,NA,1.291590619,9.39525846772991e-07,Unknown,Unknown,NA,TRUE,ACX30039.1| MIP14536p,"ACX30039.1| MIP14536p, partial",6.28e-120,42.6,74.7,362.8,major royal jelly protein 1-like
Tarsi,XM_038063883.1,major royal jelly protein 1-like,Mating-regulated only,-0.49787098,0.048680983,NA,1.291894262,9.38260099131219e-07,Unknown,Unknown,NA,TRUE,NP_650289.2| yellow-e2,NP_650289.2| yellow-e2,2.10e-120,42.6,75.9,363.2,major royal jelly protein 1-like
Tarsi,XM_038063884.1,major royal jelly protein 1-like,Mating-regulated only,-0.494803573,0.052584473,NA,1.281999064,1.51246817367977e-06,Unknown,Unknown,NA,TRUE,ACX30039.1| MIP14536p,"ACX30039.1| MIP14536p, partial",2.16e-121,44.3,67.7,367.9,major royal jelly protein 1-like
Tarsi,XM_038064425.1,major royal jelly protein 1-like,Mating-regulated only,-0.556515109,0.433261621,NA,2.09215565,8.2490971915885e-05,Unknown,Unknown,NA,TRUE,ACX30039.1| MIP14536p,"ACX30039.1| MIP14536p, partial",1.83e-122,44.5,67.6,369.4,major royal jelly protein 1-like
Tarsi,XM_038064768.1,uncharacterized LOC119657724,Mating-regulated only,0.634258332,0.028207211,NA,-1.236870781,0.000178078,Unknown,Unknown,NA,TRUE,NP_569859.1| uncharacterized protein Dmel_CG13360,NP_569859.1| uncharacterized protein Dmel_CG13360,1.10e-107,42.8,74.4,329.3,uncharacterized LOC119657724
Tarsi,XM_038064843.1,cecropin-like peptide 1,Mating-regulated only,3.872628211,1,NA,-3.317781265,0.000448761,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,cecropin-like peptide 1
Tarsi,XM_038064995.1,uncharacterized LOC119657869,Mating-regulated only,0.2904614,0.703646171,NA,-1.963312406,6.06819520365072e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119657869
Tarsi,XM_038065541.1,uncharacterized LOC119658256,Mating-regulated only,0.966944294,4.98259671833485e-05,NA,-1.274423152,1.30605494228759e-07,Unknown,Unknown,NA,TRUE,NP_651580.3| uncharacterized protein Dmel_CG12880,NP_651580.3| uncharacterized protein Dmel_CG12880,3.86e-52,44.9,30.8,184.9,uncharacterized LOC119658256
Tarsi,XM_038068545.1,protein takeout-like,Mating-regulated only,0.516783091,0.132867928,NA,1.075168811,1.52087846315309e-09,Unknown,Unknown,NA,TRUE,NP_001287525.1| takeout,"NP_001287525.1| takeout, isoform B",1.64e-56,41.9,71.4,184.1,protein takeout-like
Tarsi,XM_038069105.1,"acyl-CoA synthetase short-chain family member 3, mitochondrial",Mating-regulated only,-0.562066454,0.079952669,NA,1.363598907,0.000981652,Unknown,Unknown,NA,TRUE,NP_001287502.1| uncharacterized protein Dmel_CG6432,"NP_001287502.1| uncharacterized protein Dmel_CG6432, isoform B",0.00e+00,68.1,82.4,968.4,"acyl-CoA synthetase short-chain family member 3, mitochondrial"
Tarsi,XM_038069684.1,proteoglycan 4,Mating-regulated only,0.23958452,0.412619175,NA,-1.113211281,0.000371119,Unknown,Unknown,NA,TRUE,NP_001284733.1| uncharacterized protein Dmel_CG3777,"NP_001284733.1| uncharacterized protein Dmel_CG3777, isoform D",3.12e-87,36.9,62.8,304.7,proteoglycan 4
Tarsi,XM_038069685.1,proteoglycan 4,Mating-regulated only,0.239494268,0.412619175,NA,-1.113121199,0.000371119,Unknown,Unknown,NA,TRUE,NP_001284733.1| uncharacterized protein Dmel_CG3777,"NP_001284733.1| uncharacterized protein Dmel_CG3777, isoform D",1.14e-86,36.9,53.2,304.7,proteoglycan 4
Tarsi,XM_038070023.1,mucin-2,Mating-regulated only,-0.094225351,0.815473218,NA,-1.074032885,0.000644478,Unknown,Unknown,NA,FALSE,,BLAST error: <urlopen error [Errno 101] Network is unreachable>,,,,,mucin-2
Tarsi,XM_038070024.1,mucin-2,Mating-regulated only,-0.094225351,0.815473218,NA,-1.074032885,0.000644478,Unknown,Unknown,NA,FALSE,,BLAST error: <urlopen error [Errno 101] Network is unreachable>,,,,,mucin-2
Tarsi,XM_038070142.1,adult cuticle protein 1-like,Mating-regulated only,1.071741154,0.001088323,NA,-1.407673737,0.000561153,Unknown,Unknown,NA,TRUE,NP_477115.1| adult cuticle protein 1,NP_477115.1| adult cuticle protein 1,8.20e-17,49.7,70.6,74.3,adult cuticle protein 1-like
Tarsi,XM_038070180.1,protein takeout-like,Mating-regulated only,0.240540234,0.374049277,NA,1.115194654,1.93907923396771e-18,Unknown,Unknown,NA,TRUE,NP_001014600.1| juvenile hormone binding protein 6,"NP_001014600.1| juvenile hormone binding protein 6, isoform B",8.30e-91,50.6,62.6,276.2,protein takeout-like
Tarsi,XM_038070401.1,adult cuticle protein 1-like,Mating-regulated only,0.897880128,0.003674658,NA,-1.551504263,8.80743943692239e-07,Unknown,Unknown,NA,TRUE,AAM29629.1| RH70420p,AAM29629.1| RH70420p,9.67e-18,49.3,73.2,77,adult cuticle protein 1-like
Tarsi,XM_038070466.1,adult cuticle protein 1-like,Mating-regulated only,0.826743627,0.010876124,NA,-1.726271972,2.35016927778119e-21,Unknown,Unknown,NA,TRUE,AAM29629.1| RH70420p,AAM29629.1| RH70420p,2.68e-17,46.2,78.8,75.9,adult cuticle protein 1-like
Tarsi,XM_038071090.1,farnesol dehydrogenase-like,Mating-regulated only,0.725604625,0.002372774,NA,-1.051581772,2.65468703399058e-09,Unknown,Unknown,NA,TRUE,NP_572746.1| uncharacterized protein Dmel_CG9360,NP_572746.1| uncharacterized protein Dmel_CG9360,1.01e-88,53,66.7,268.9,farnesol dehydrogenase-like
